3639248.12;1835255.93;1.44
3639248.12;1835250.93;0.25
3639248.12;1835245.93;-0.5
3639248.12;1835240.93;0.25
3639248.12;1835235.93;-1.25
3639248.12;1835230.93;-0.5
3639248.12;1835225.93;-0.69
3639248.12;1835220.93;-0.94
3639248.12;1835215.93;-0.38
3639248.12;1835210.93;-1.13
3639248.12;1835205.93;-1.38
3639248.12;1835195.93;-1.13
3639248.12;1835185.93;-1.38
3639248.12;1835175.93;-1.25
3639248.12;1835165.93;-1.19
3639343.06;1835265.93;7.94
3639343.06;1835260.93;4.69
3639343.06;1835255.93;1.56
3639343.06;1835250.93;-0.25
3639343.06;1835245.93;-0.38
3639343.06;1835240.93;-0.5
3639343.06;1835235.93;-1.19
3639343.06;1835230.93;-0.94
3639343.06;1835225.93;-0.13
3639343.06;1835220.93;-1.06
3639343.06;1835215.93;-0.75
3639343.06;1835210.93;-1.06
3639343.06;1835205.93;-1.63
3639343.06;1835195.93;-1.31
3639343.06;1835185.93;-1.06
3639343.06;1835175.93;-1.56
3639343.06;1835165.93;-0.94
3639343.06;1835135.93;0
3639343.06;1835115.93;0
3639463.09;1835265.93;9
3639463.09;1835260.93;6.38
3639463.09;1835255.93;1.94
3639463.09;1835250.93;-0.25
3639463.09;1835245.93;-0.88
3639463.09;1835240.93;-1.06
3639463.09;1835235.93;-0.44
3639463.09;1835230.93;-1.44
